"","group","bin","actor","subject","n.aggXbin"
"3104",2,14,"PPP","PBP",1
"3105",2,18,"PPP","PBP",1
"3106",2,1,"PPP","POO",20
"3107",2,2,"PPP","POO",41
"3108",2,3,"PPP","POO",14
"3109",2,4,"PPP","POO",19
"3110",2,5,"PPP","POO",7
"3111",2,6,"PPP","POO",24
"3112",2,7,"PPP","POO",22
"3113",2,8,"PPP","POO",24
"3114",2,9,"PPP","POO",12
"3115",2,10,"PPP","POO",15
"3116",2,11,"PPP","POO",27
"3117",2,12,"PPP","POO",40
"3118",2,13,"PPP","POO",27
"3119",2,14,"PPP","POO",15
"3120",2,15,"PPP","POO",29
"3121",2,16,"PPP","POO",45
"3122",2,17,"PPP","POO",13
"3123",2,18,"PPP","POO",18
"3124",2,19,"PPP","POO",24
"3125",2,20,"PPP","POO",27
"3126",2,21,"PPP","POO",21
"3127",2,22,"PPP","POO",21
"3128",2,23,"PPP","POO",19
"3129",2,24,"PPP","POO",22
"3130",2,25,"PPP","POO",28
"3131",2,26,"PPP","POO",18
